fk_parent,Manual_Level,Auto_Level,Blanks,English,Hanzi,Pinyin,2nd_Pinyin
-1,5,50,,,哎,āi,
-1,5,50,,,唉,ài,
-1,5,50,,,爱护,àihù,
-1,5,50,,,爱惜,àixī,
-1,5,50,,,爱心,àixīn,
-1,5,50,,,安慰,ānwèi,
-1,5,50,,,安装,ānzhuāng,
-1,5,50,,,岸,àn,
-1,5,50,,,暗,àn,
-1,5,50,,,熬夜,áoyè,
-1,5,50,,,把握,bǎwò,
-1,5,50,,,摆,bǎi,
-1,5,50,,,办理,bànlǐ,
-1,5,50,,,傍晚,bàngwǎn,
-1,5,50,,,包裹,bāoguǒ,
-1,5,50,,,包含,bāohán,
-1,5,50,,,包括,bāokuò,
-1,5,50,,,薄,báo,
-1,5,50,,,宝贝,bǎobèi,
-1,5,50,,,宝贵,bǎoguì,
-1,5,50,,,保持,bǎochí,
-1,5,50,,,保存,bǎocún,
-1,5,50,,,保留,bǎoliú,
-1,5,50,,,保险,bǎoxiǎn,
-1,5,50,,,报 到,bàodào,
-1,5,50,,,报道,bàodào,
-1,5,50,,,报告,bàogào,
-1,5,50,,,报社,bàoshè,
-1,5,50,,,抱怨,bàoyuàn,
-1,5,50,,,背,bēi,
-1,5,50,,,悲观,bēiguān,
-1,5,50,,,背景,bèijǐng,
-1,5,50,,,被子,bèizi,
-1,5,50,,,本科,běnkē,
-1,5,50,,,本领,běnlǐng,
-1,5,50,,,本质,běnzhì,
-1,5,50,,,比例,bǐlì,
-1,5,50,,,彼此,bǐcǐ,
-1,5,50,,,必然,bìrán,
-1,5,50,,,必要,bìyào,
-1,5,50,,,毕竟,bìjìng,
-1,5,50,,,避免,bìmiǎn,
-1,5,50,,,编辑,biānjí,
-1,5,50,,,鞭炮,biānpào,
-1,5,50,,,便,biàn,pián
-1,5,50,,,辩论,biànlùn,
-1,5,50,,,标点,biāodiǎn,
-1,5,50,,,标志,biāozhì,
-1,5,50,,,表达,biǎodá,
-1,5,50,,,表面,biǎomiàn,
-1,5,50,,,表明,biǎomíng,
-1,5,50,,,表情,biǎoqíng,
-1,5,50,,,表现,biǎoxiàn,
-1,5,50,,,冰激凌,bīngjīlíng,
-1,5,50,,,病毒,bìngdú,
-1,5,50,,,玻璃,bōli,
-1,5,50,,,播放,bōfàng,
-1,5,50,,,脖子,bózi,
-1,5,50,,,博物馆,bówùguǎn,
-1,5,50,,,补充,bǔchōng,
-1,5,50,,,不安,bù'ān,
-1,5,50,,,不得了,bùdéliǎo,
-1,5,50,,,不断,búduàn,
-1,5,50,,,不见得,bújiàndé,
-1,5,50,,,不耐烦,búnàifán,
-1,5,50,,,不然,bùrán,
-1,5,50,,,不如,bùrú,
-1,5,50,,,不要紧,bú yàojǐn,
-1,5,50,,,不足,bùzú,
-1,5,50,,,布,bù,
-1,5,50,,,步骤,bùzhòu,
-1,5,50,,,部门,bùmén,
-1,5,50,,,财产,cáichǎn,
-1,5,50,,,采访,cǎifǎng,
-1,5,50,,,采取,cǎiqǔ,
-1,5,50,,,彩虹,cǎihóng,
-1,5,50,,,踩,cǎi,
-1,5,50,,,参考,cānkǎo,
-1,5,50,,,参与,cānyù,
-1,5,50,,,惭愧,cánkuì,
-1,5,50,,,操场,cāochǎng,
-1,5,50,,,操心,cāo xīn,
-1,5,50,,,册,cè,
-1,5,50,,,测验,cèyàn,
-1,5,50,,,曾经,céngjīng,
-1,5,50,,,叉子,chāzi,
-1,5,50,,,差距,chājù,
-1,5,50,,,插,chā,
-1,5,50,,,拆,chāi,
-1,5,50,,,产品,chǎnpǐn,
-1,5,50,,,产生,chǎnshēng,
-1,5,50,,,长途,chángtú,
-1,5,50,,,常识,chángshí,
-1,5,50,,,抄,chāo,
-1,5,50,,,超级,chāojí,
-1,5,50,,,朝,cháo,
-1,5,50,,,潮湿,cháoshī,
-1,5,50,,,吵,chǎo,
-1,5,50,,,吵架,chǎo jià,
-1,5,50,,,炒,chǎo,
-1,5,50,,,车库,chēkù,
-1,5,50,,,车厢,chēxiāng,
-1,5,50,,,彻底,chèdǐ,
-1,5,50,,,沉默,chénmò,
-1,5,50,,,趁,chèn,
-1,5,50,,,称,chēng,
-1,5,50,,,称呼,chēnghu,
-1,5,50,,,称赞,chēngzàn,
-1,5,50,,,成分,chéngfèn,
-1,5,50,,,成果,chéngguǒ,
-1,5,50,,,成就,chéngjiù,
-1,5,50,,,成立,chénglì,
-1,5,50,,,成人,chéngrén,
-1,5,50,,,成熟,chéngshú,
-1,5,50,,,成语,chéngyǔ,
-1,5,50,,,成长,chéngzhǎng,
-1,5,50,,,诚恳,chéngkěn,
-1,5,50,,,承担,chéngdān,
-1,5,50,,,承认,chéngrèn,
-1,5,50,,,承受,chéngshòu,
-1,5,50,,,程度,chéngdù,
-1,5,50,,,程序,chéngxù,
-1,5,50,,,吃亏,chīkuī,
-1,5,50,,,池塘,chítáng,
-1,5,50,,,迟早,chízǎo,
-1,5,50,,,持续,chíxù,
-1,5,50,,,尺子,chǐzi,
-1,5,50,,,翅膀,chìbǎng,
-1,5,50,,,冲,chōng,
-1,5,50,,,充电器,chōngdiànqì,
-1,5,50,,,充分,chōngfèn,
-1,5,50,,,充满,chōngmǎn,
-1,5,50,,,重复,chóngfù,
