fk_parent,Manual_Level,Auto_Level,Blanks,English,Hanzi,Pinyin,2nd_Pinyin
-1,100,20,,,吧,ba,
-1,100,20,,,白,bái,
-1,100,20,,,百,bǎi,
-1,100,20,,,帮助,bāngzhù,
-1,100,20,,,报纸,bàozhǐ,
-1,100,20,,,比,bǐ,
-1,100,20,,,别,bié,
-1,100,20,,,宾馆,bīnguǎn,
-1,100,20,,,长,cháng,zhǎng
-1,100,20,,,唱歌,chànggē,
-1,100,20,,,出,chū,
-1,100,20,,,穿,chuān,
-1,100,20,,,次,cì,
-1,100,20,,,从,cóng,
-1,100,20,,,错,cuò,
-1,100,20,,,打篮球,dǎ lánqiú,
-1,100,20,,,大家,dàjiā,
-1,100,20,,,到,dào,
-1,100,20,,,得,de,
-1,100,20,,,等,děng,
-1,100,20,,,弟弟,dìdi,
-1,100,20,,,第一,dìyī,
-1,100,20,,,懂,dǒng,
-1,100,20,,,对,duì,
-1,100,20,,,房间,fángjiān,
-1,100,20,,,非常,fēicháng,
-1,100,20,,,服务员,fúwùyuán,
-1,100,20,,,高,gāo,
-1,100,20,,,告诉,gàosu,
-1,100,20,,,哥哥,gēge,
-1,100,20,,,给,gěi,
-1,100,20,,,公共汽车,gōnggòng qìchē,
-1,100,20,,,公司,gōngsī,
-1,100,20,,,贵,guì,
-1,100,20,,,过,guò,
-1,100,20,,,还,hái,
-1,100,20,,,孩子,háizi,
-1,100,20,,,好吃,hǎochī,
-1,100,20,,,黑,hēi,
-1,100,20,,,红,hóng,
-1,100,20,,,火车站,huǒchēzhàn,
-1,100,20,,,机场,jīchǎng,
-1,100,20,,,鸡蛋,jīdàn,
-1,100,12,,,鸡,jī,JAF
-1,100,20,,,件,jiàn,
-1,100,20,,,教室,jiàoshì,
-1,100,20,,,姐姐,jiějie,
-1,100,20,,,介绍,jièshào,
-1,100,20,,,进,jìn,
-1,100,20,,,近,jìn,
-1,100,20,,,就,jiù,
-1,100,20,,,觉得,juéde,
-1,100,20,,,咖啡,kāfēi,
-1,100,20,,,开始,kāishǐ,
-1,100,20,,,考试,kǎoshì,
-1,100,20,,,可能,kěnéng,
-1,100,20,,,可以,kěyǐ,
-1,100,12,,,可,kě,JAF
-1,100,20,,,课,kè,
-1,100,20,,,快,kuài,
-1,100,20,,,快乐,kuàilè,
-1,100,20,,,累,lèi,
-1,100,20,,,离,lí,
-1,100,20,,,两,liǎng,
-1,100,20,,,零,líng,
-1,100,20,,,路,lù,
-1,100,20,,,旅游,lǚyóu,
-1,100,20,,,卖,mài,
-1,100,20,,,慢,màn,
-1,100,20,,,忙,máng,
-1,100,20,,,每,měi,
-1,100,20,,,妹妹,mèimei,
-1,100,20,,,门,mén,
-1,100,20,,,面条,miàntiáo,
-1,100,20,,,男,nán,
-1,100,20,,,您,nín,
-1,100,20,,,牛奶,niúnǎi,
-1,100,12,,,奶,nǎi,JAF
-1,100,12,,,牛,niú,JAF
-1,100,20,,,女,nǚ,
-1,100,20,,,旁边,pángbiān,
-1,100,20,,,跑步,pǎobù,
-1,100,20,,,便宜,piányi,
-1,100,20,,,票,piào,
-1,100,20,,,妻子,qīzi,
-1,100,20,,,起床,qǐ chuáng,
-1,100,20,,,千,qiān,
-1,100,20,,,铅笔,qiānbǐ,
-1,100,20,,,晴,qíng,
-1,100,20,,,去年,qùnián,
-1,100,20,,,让,ràng,
-1,100,20,,,日,rì,
-1,100,20,,,上班,shàngbān,
-1,100,20,,,身体,shēntǐ,
-1,100,20,,,生病,shēngbìng,
-1,100,20,,,生日,shēngrì,
-1,100,20,,,时间,shíjiān,
-1,100,20,,,事情,shìqing,
-1,100,20,,,手表,shǒubiǎo,
-1,100,20,,,手机,shǒujī,
-1,100,20,,,说话,shuōhuà,
-1,100,20,,,送,sòng,
-1,100,20,,,虽然,suīrán,
-1,100,20,,,但是,dànshì,
-1,100,20,,,它,tā,
-1,100,20,,,踢足球,tīzúqiú,
-1,100,20,,,题,tí,
-1,100,20,,,跳舞,tiàowǔ,
-1,100,20,,,外,wài,
-1,100,20,,,完,wán,
-1,100,20,,,玩,wán,
-1,100,20,,,晚上,wǎnshang,
-1,100,20,,,往,wǎng,
-1,100,20,,,为什么,wèishénme,
-1,100,20,,,问,wèn,
-1,100,20,,,问题,wèntí,
-1,100,20,,,西瓜,xīguā,
-1,100,20,,,希望,xīwàng,
-1,100,20,,,洗,xǐ,
-1,100,20,,,小时,xiǎoshí,
-1,100,20,,,笑,xiào,
-1,100,20,,,新,xīn,
-1,100,20,,,姓,xìng,
-1,100,20,,,休息,xiūxi,
-1,100,20,,,雪,xuě,
-1,100,20,,,颜色,yánsè,
-1,100,20,,,眼睛,yǎnjing,
-1,100,20,,,羊肉,yángròu,
-1,100,12,,,肉,ròu,JAF
-1,100,20,,,药,yào,
-1,100,20,,,要,yào,
-1,100,20,,,也,yě,
-1,100,20,,,一起,yìqǐ,
-1,100,20,,,一下,yíxià,
-1,100,20,,,已经,yǐjing,
-1,100,20,,,意思,yìsi,
-1,100,20,,,因为,yīnwèi,
-1,100,20,,,所以,suǒyǐ,
-1,100,20,,,阴,yīn,
-1,100,20,,,游泳,yóuyǒng,
-1,100,20,,,右边,yòubian,
-1,100,20,,,鱼,yú,
-1,100,20,,,远,yuǎn,
-1,100,20,,,运动,yùndòng,
-1,100,20,,,再,zài,
-1,100,20,,,早上,zǎoshang,
-1,100,20,,,丈夫,zhàngfu,
-1,100,20,,,找,zhǎo,
-1,100,20,,,着,zhe,
-1,100,20,,,真,zhēn,
-1,100,20,,,正在,zhèngzài,
-1,100,20,,,知道,zhīdao,
-1,100,20,,,准备,zhǔnbèi,
-1,100,20,,,走,zǒu,
-1,100,20,,,最,zuì,
-1,100,20,,,左边,zuǒbian,
