fk_parent,Manual_Level,Auto_Level,Blanks,English,Hanzi,Pinyin
-1,6,6,,,挨
-1,6,6,,,癌症
-1,6,6,,,爱不释手
-1,6,6,,,爱戴
-1,6,6,,,暧昧
-1,6,6,,,安宁
-1,6,6,,,安详
-1,6,6,,,安置
-1,6,6,,,按摩
-1,6,6,,,案件
-1,6,6,,,案例
-1,6,6,,,暗示
-1,6,6,,,昂贵
-1,6,6,,,凹凸
-1,6,6,,,熬
-1,6,6,,,奥秘
-1,6,6,,,巴不得
-1,6,6,,,巴结
-1,6,6,,,扒
-1,6,6,,,疤
-1,6,6,,,拔苗助长
-1,6,6,,,把关
-1,6,6,,,把手
-1,6,6,,,罢工
-1,6,6,,,霸道
-1,6,6,,,掰
-1,6,6,,,摆脱
-1,6,6,,,败坏
-1,6,6,,,拜访
-1,6,6,,,拜年
-1,6,6,,,拜托
-1,6,6,,,颁布
-1,6,6,,,颁发
-1,6,6,,,斑
-1,6,6,,,版本
-1,6,6,,,半途而废
-1,6,6,,,扮演
-1,6,6,,,伴侣
-1,6,6,,,伴随
-1,6,6,,,绑架
-1,6,6,,,榜样
-1,6,6,,,磅
-1,6,6,,,包庇
-1,6,6,,,包袱
-1,6,6,,,包围
-1,6,6,,,包装
-1,6,6,,,饱和
-1,6,6,,,饱经沧桑
-1,6,6,,,保管
-1,6,6,,,保密
-1,6,6,,,保姆
-1,6,6,,,保守
-1,6,6,,,保卫
-1,6,6,,,保养
-1,6,6,,,保障
-1,6,6,,,保重
-1,6,6,,,报仇
-1,6,6,,,报酬
-1,6,6,,,报答
-1,6,6,,,报复
-1,6,6,,,报警
-1,6,6,,,报销
-1,6,6,,,抱负
-1,6,6,,,暴力
-1,6,6,,,暴露
-1,6,6,,,曝光
-1,6,6,,,爆发
-1,6,6,,,爆炸
-1,6,6,,,卑鄙
-1,6,6,,,悲哀
-1,6,6,,,悲惨
-1,6,6,,,北极
-1,6,6,,,贝壳
-1,6,6,,,备份
-1,6,6,,,备忘录
-1,6,6,,,背叛
-1,6,6,,,背诵
-1,6,6,,,被动
-1,6,6,,,被告
-1,6,6,,,奔波
-1,6,6,,,奔驰
-1,6,6,,,本能
-1,6,6,,,本钱
-1,6,6,,,本人
-1,6,6,,,本身
-1,6,6,,,本事
-1,6,6,,,笨拙
-1,6,6,,,崩溃
-1,6,6,,,甭
-1,6,6,,,迸发
-1,6,6,,,蹦
-1,6,6,,,逼迫
-1,6,6,,,鼻涕
-1,6,6,,,比方
-1,6,6,,,比喻
-1,6,6,,,比重
-1,6,6,,,鄙视
-1,6,6,,,闭塞
-1,6,6,,,弊病
-1,6,6,,,弊端
-1,6,6,,,臂
-1,6,6,,,边疆
-1,6,6,,,边界
-1,6,6,,,边境
-1,6,6,,,边缘
-1,6,6,,,编织
-1,6,6,,,鞭策
-1,6,6,,,贬低
-1,6,6,,,贬义
-1,6,6,,,扁
-1,6,6,,,变故
-1,6,6,,,变迁
-1,6,6,,,变质
-1,6,6,,,便利
-1,6,6,,,便条
-1,6,6,,,便于
-1,6,6,,,遍布
-1,6,6,,,辨认
-1,6,6,,,辩护
-1,6,6,,,辩解
-1,6,6,,,辩证
-1,6,6,,,辫子
-1,6,6,,,标本
-1,6,6,,,标记
-1,6,6,,,标题
-1,6,6,,,表决
-1,6,6,,,表态
-1,6,6,,,表彰
-1,6,6,,,憋
-1,6,6,,,别墅
-1,6,6,,,别致
-1,6,6,,,别扭
-1,6,6,,,濒临
-1,6,6,,,冰雹
-1,6,6,,,丙
-1,6,6,,,并非
-1,6,6,,,并列
-1,6,6,,,拨
-1,6,6,,,波浪
-1,6,6,,,波涛
-1,6,6,,,剥削
-1,6,6,,,播种
-1,6,6,,,伯母
-1,6,6,,,博大精深
-1,6,6,,,博览会
-1,6,6,,,搏斗
-1,6,6,,,薄弱
-1,6,6,,,补偿
-1,6,6,,,补救
-1,6,6,,,补贴
-1,6,6,,,捕捉
-1,6,6,,,哺乳
-1,6,6,,,不得已
-1,6,6,,,不妨
-1,6,6,,,不敢当
-1,6,6,,,不顾
-1,6,6,,,不禁
-1,6,6,,,不堪
-1,6,6,,,不可思议
-1,6,6,,,不愧
-1,6,6,,,不料
-1,6,6,,,不免
-1,6,6,,,不时
-1,6,6,,,不惜
-1,6,6,,,不相上下
-1,6,6,,,不像话
-1,6,6,,,不屑一顾
-1,6,6,,,不言而喻
-1,6,6,,,不由得
-1,6,6,,,不择手段
-1,6,6,,,不止
-1,6,6,,,布告
-1,6,6,,,布局
-1,6,6,,,布置
-1,6,6,,,步伐
-1,6,6,,,部署
-1,6,6,,,部位
-1,6,6,,,才干
-1,6,6,,,财富
-1,6,6,,,财务
-1,6,6,,,财政
-1,6,6,,,裁缝
-1,6,6,,,裁判
-1,6,6,,,裁员
-1,6,6,,,采购
-1,6,6,,,采集
-1,6,6,,,采纳
-1,6,6,,,彩票
-1,6,6,,,参谋
-1,6,6,,,参照
-1,6,6,,,残疾
-1,6,6,,,残酷
-1,6,6,,,残留
-1,6,6,,,残忍
-1,6,6,,,灿烂
-1,6,6,,,仓促
-1,6,6,,,仓库
-1,6,6,,,苍白
-1,6,6,,,舱
-1,6,6,,,操劳
-1,6,6,,,操练
-1,6,6,,,操纵
-1,6,6,,,操作
-1,6,6,,,嘈杂
-1,6,6,,,草案
-1,6,6,,,草率
-1,6,6,,,侧面
-1,6,6,,,测量
-1,6,6,,,策划
-1,6,6,,,策略
-1,6,6,,,层出不穷
-1,6,6,,,层次
-1,6,6,,,差别
-1,6,6,,,插座
-1,6,6,,,查获
-1,6,6,,,岔
-1,6,6,,,刹那
-1,6,6,,,诧异
-1,6,6,,,柴油
-1,6,6,,,搀
-1,6,6,,,馋
-1,6,6,,,缠绕
-1,6,6,,,产业
-1,6,6,,,阐述
-1,6,6,,,颤抖
-1,6,6,,,昌盛
-1,6,6,,,尝试
-1,6,6,,,偿还
-1,6,6,,,场合
-1,6,6,,,场面
-1,6,6,,,场所
-1,6,6,,,敞开
-1,6,6,,,畅通
-1,6,6,,,畅销
-1,6,6,,,倡导
-1,6,6,,,倡议
-1,6,6,,,钞票
-1,6,6,,,超越
-1,6,6,,,巢穴
-1,6,6,,,朝代
-1,6,6,,,嘲笑
-1,6,6,,,潮流
-1,6,6,,,撤退
-1,6,6,,,撤销
-1,6,6,,,沉淀
-1,6,6,,,沉闷
-1,6,6,,,沉思
-1,6,6,,,沉重
-1,6,6,,,沉着
-1,6,6,,,陈旧
-1,6,6,,,陈列
-1,6,6,,,陈述
-1,6,6,,,衬托
-1,6,6,,,称心如意
-1,6,6,,,称号
-1,6,6,,,成本
-1,6,6,,,成交
-1,6,6,,,成天
-1,6,6,,,成效
-1,6,6,,,成心
-1,6,6,,,成员
-1,6,6,,,呈现
-1,6,6,,,诚挚
-1,6,6,,,承办
-1,6,6,,,承包
-1,6,6,,,承诺
-1,6,6,,,城堡
-1,6,6,,,乘
-1,6,6,,,盛
-1,6,6,,,惩罚
-1,6,6,,,澄清
-1,6,6,,,橙
-1,6,6,,,秤
-1,6,6,,,吃苦
-1,6,6,,,吃力
-1,6,6,,,迟钝
-1,6,6,,,迟缓
-1,6,6,,,迟疑
-1,6,6,,,持久
-1,6,6,,,赤道
-1,6,6,,,赤字
-1,6,6,,,冲动
-1,6,6,,,冲击
-1,6,6,,,冲突
-1,6,6,,,充当
-1,6,6,,,充沛
-1,6,6,,,充实
-1,6,6,,,充足
-1,6,6,,,重叠
-1,6,6,,,崇拜
-1,6,6,,,崇高
-1,6,6,,,崇敬
-1,6,6,,,稠密
-1,6,6,,,筹备
-1,6,6,,,丑恶
-1,6,6,,,出路
-1,6,6,,,出卖
-1,6,6,,,出身
-1,6,6,,,出神
-1,6,6,,,出息
-1,6,6,,,初步
-1,6,6,,,除
-1,6,6,,,处分
-1,6,6,,,处境
-1,6,6,,,处置
-1,6,6,,,储备
-1,6,6,,,储存
-1,6,6,,,储蓄
-1,6,6,,,触犯
-1,6,6,,,川流不息
-1,6,6,,,穿越
-1,6,6,,,传达
-1,6,6,,,传单
-1,6,6,,,传授
-1,6,6,,,船舶
-1,6,6,,,喘气
-1,6,6,,,串
-1,6,6,,,床单
-1,6,6,,,创立
-1,6,6,,,创新
-1,6,6,,,创业
-1,6,6,,,创作
-1,6,6,,,吹牛
-1,6,6,,,吹捧
-1,6,6,,,炊烟
-1,6,6,,,垂直
-1,6,6,,,锤
-1,6,6,,,纯粹
-1,6,6,,,纯洁
-1,6,6,,,慈善
-1,6,6,,,慈祥
-1,6,6,,,磁带
-1,6,6,,,雌雄
-1,6,6,,,次品
-1,6,6,,,次序
-1,6,6,,,伺候
-1,6,6,,,刺
-1,6,6,,,从容
-1,6,6,,,丛
-1,6,6,,,凑合
-1,6,6,,,粗鲁
-1,6,6,,,窜
-1,6,6,,,摧残
-1,6,6,,,脆弱
-1,6,6,,,搓
-1,6,6,,,磋商
-1,6,6,,,挫折
-1,6,6,,,搭
-1,6,6,,,搭档
-1,6,6,,,搭配
-1,6,6,,,达成
-1,6,6,,,答辩
-1,6,6,,,答复
-1,6,6,,,打包
-1,6,6,,,打官司
-1,6,6,,,打击
-1,6,6,,,打架
-1,6,6,,,打量
-1,6,6,,,打猎
-1,6,6,,,打仗
-1,6,6,,,大不了
-1,6,6,,,大臣
-1,6,6,,,大伙儿
-1,6,6,,,大肆
-1,6,6,,,大体
-1,6,6,,,大意
-1,6,6,,,大致
-1,6,6,,,歹徒
-1,6,6,,,代价
-1,6,6,,,代理
-1,6,6,,,带领
-1,6,6,,,怠慢
-1,6,6,,,逮捕
-1,6,6,,,担保
-1,6,6,,,胆怯
-1,6,6,,,诞辰
-1,6,6,,,诞生
-1,6,6,,,淡季
-1,6,6,,,淡水
-1,6,6,,,蛋白质
-1,6,6,,,当场
-1,6,6,,,当初
-1,6,6,,,当代
-1,6,6,,,当面
-1,6,6,,,当前
-1,6,6,,,当事人
-1,6,6,,,当务之急
-1,6,6,,,当选
-1,6,6,,,党
-1,6,6,,,档案
-1,6,6,,,档次
-1,6,6,,,导弹
-1,6,6,,,导航
-1,6,6,,,导向
-1,6,6,,,捣乱
-1,6,6,,,倒闭
-1,6,6,,,盗窃
-1,6,6,,,稻谷
-1,6,6,,,得不偿失
-1,6,6,,,得力
-1,6,6,,,得天独厚
-1,6,6,,,得罪
-1,6,6,,,灯笼
-1,6,6,,,登陆
-1,6,6,,,登录
